YEAR,MONTH,DATE,SBC_SITE,LOCATION,COUNT,ACTIVITY,NOTES
2009,7,7/24/2009,ABUR,ABUR,0,NA,NA
2009,7,7/24/2009,CARP,CARP,0,NA,NA
2009,7,7/24/2009,MOHK,MOHK,0,NA,NA
2009,7,7/27/2009,AQUE,AQUE,0,NA,NA
2009,7,7/27/2009,AQUE,AQUE,0,NA,NA
2009,7,7/27/2009,SCTW,SCTW,0,NA,NA
2009,7,7/27/2009,AHND,AHND,0,NA,NA
2009,7,7/27/2009,SCDI,SCDI,0,NA,NA
2009,7,7/28/2009,BULL,BULL,2,RAFTING,NA
2009,7,7/28/2009,BULL,BULL,0,NA,NA
2009,7,7/28/2009,AHND,AHND,0,NA,NA
2009,7,7/28/2009,AHND,AHND,0,NA,NA
2009,7,7/29/2009,SCDI,SCDI,0,NA,NA
2009,7,7/30/2009,CARP,CARP,0,NA,NA
2009,7,7/30/2009,CARP,CARP,0,NA,NA
2009,8,8/5/2009,AQUE,AQUE,0,NA,NA
2009,8,8/5/2009,NAPL,NAPL,0,NA,NA
2009,8,8/6/2009,ABUR,ABUR,0,NA,NA
2009,8,8/6/2009,MOHK,MOHK,0,NA,NA
2009,8,8/10/2009,MOHK,MOHK,0,NA,NA
2009,8,8/11/2009,MOHK,MOHK,0,NA,NA
2009,8,8/11/2009,CARP,CARP,0,NA,NA
2009,8,8/13/2009,MOHK,MOHK,0,NA,NA
2009,8,8/27/2009,NAPL,NAPL,0,NA,NA
2009,8,8/30/2009,AQUE,AQUE,0,NA,NA
2009,9,9/1/2009,ABUR,ABUR,0,NA,NA
2009,9,9/1/2009,MOHK,MOHK,0,NA,NA
2009,9,9/2/2009,MOHK,MOHK,0,NA,NA
2009,9,9/4/2009,CARP,CARP,0,NA,NA
2009,9,9/9/2009,BULL,BULL,0,NA,NA
2009,9,9/9/2009,AHND,AHND,0,NA,NA
2009,9,9/9/2009,AQUE,AQUE,0,NA,NA
2009,9,9/10/2009,CARP,CARP,0,NA,NA
2009,9,9/22/2009,ABUR,ABUR,0,NA,NA
2009,9,9/22/2009,GOLB,GOLB,0,NA,NA
2009,9,9/22/2009,IVEE,IVEE,0,NA,NA
2009,9,9/22/2009,MOHK,MOHK,0,NA,NA
2009,9,9/22/2009,NAPL,NAPL,0,NA,NA
2009,9,9/24/2009,MOHK,MOHK,0,NA,NA
2009,9,9/28/2009,AQUE,AQUE,2,RAFTING,NA
2009,9,9/30/2009,MOHK,MOHK,0,NA,NA
2009,10,10/1/2009,ABUR,ABUR,0,NA,NA
2009,10,10/5/2009,MOHK,MOHK,0,NA,NA
2009,10,10/7/2009,AQUE,AQUE,0,NA,NA
2009,10,10/8/2009,OTHER,ANACAPA ISLAND,0,NA,NA
2009,10,10/9/2009,MOHK,MOHK,0,NA,NA
2009,10,10/12/2009,CARP,CARP,0,NA,NA
2009,10,10/20/2009,NAPL,NAPL,0,NA,NA
2009,10,10/29/2009,MOHK,MOHK,0,NA,NA
2009,11,11/2/2009,MOHK,MOHK,0,NA,NA
2009,11,11/3/2009,ABUR,ABUR,0,NA,NA
2009,11,11/3/2009,OTHER,AVILA BAY,1,NA,NA
2009,11,11/3/2009,MOHK,MOHK,0,NA,NA
2009,11,11/5/2009,MOHK,MOHK,0,NA,NA
2009,11,11/5/2009,OTHER,SAN MIGUEL ISLAND,0,NA,NA
2009,11,11/6/2009,AQUE,AQUE,0,NA,NA
2009,11,11/10/2009,ABUR,ABUR,0,NA,NA
2009,11,11/10/2009,CARP,CARP,0,NA,NA
2009,11,11/16/2009,AQUE,AQUE,0,NA,NA
2009,11,11/16/2009,NAPL,NAPL,0,NA,NA
2009,11,11/17/2009,CARP,CARP,0,NA,NA
2009,11,11/17/2009,MOHK,MOHK,0,NA,NA
2009,11,11/20/2009,IVEE,IVEE,0,NA,NA
2009,11,11/20/2009,SCDI,SCDI,0,NA,NA
2009,11,11/23/2009,MOHK,MOHK,0,NA,NA
2009,12,12/1/2009,AQUE,AQUE,0,NA,NA
2009,12,12/1/2009,AQUE,AQUE,0,NA,NA
2009,12,12/1/2009,IVEE,IVEE,0,NA,NA
2009,12,12/1/2009,NAPL,NAPL,0,NA,NA
2009,12,12/2/2009,MOHK,MOHK,0,NA,NA
2009,12,12/3/2009,ABUR,ABUR,0,NA,NA
2009,12,12/3/2009,GOLB,GOLB,0,NA,NA
2009,12,12/3/2009,MOHK,MOHK,0,NA,NA
2009,12,12/3/2009,MOHK,MOHK,0,NA,NA
2009,12,12/15/2009,ABUR,ABUR,0,NA,NA
2009,12,12/18/2009,AQUE,REFUGIO,1,NA,NA
2009,12,12/18/2009,ABUR,ABUR,0,NA,NA
2009,12,12/18/2009,MOHK,MOHK,0,NA,NA
2010,1,1/5/2010,AQUE,AQUE,0,NA,NA
2010,1,1/7/2010,ABUR,ABUR,0,NA,NA
2010,1,1/7/2010,MOHK,MOHK,0,NA,NA
2010,1,1/7/2010,MOHK,MOHK,0,NA,NA
2010,1,1/28/2010,AQUE,AQUE,0,NA,NA
2010,1,1/28/2010,NAPL,NAPL,0,NA,NA
2010,1,1/29/2010,CARP,CARP,0,NA,NA
2010,2,2/1/2010,ABUR,ABUR,0,NA,NA
2010,2,2/1/2010,CARP,CARP,0,NA,NA
2010,2,2/2/2010,ABUR,ABUR,0,NA,NA
2010,2,2/2/2010,MOHK,MOHK,0,NA,NA
2010,2,2/4/2010,AQUE,AQUE,0,NA,NA
2010,2,2/9/2010,CARP,CARP,0,NA,NA
2010,2,2/11/2010,MOHK,MOHK,0,NA,NA
2010,2,2/18/2010,ABUR,ABUR,0,NA,NA
2010,2,2/18/2010,CARP,CARP,0,NA,NA
2010,2,2/18/2010,MOHK,MOHK,0,NA,NA
2010,2,2/23/2010,ABUR,ABUR,0,NA,NA
2010,2,2/23/2010,GOLB,GOLB,0,NA,NA
2010,2,2/23/2010,IVEE,IVEE,0,NA,NA
2010,2,2/23/2010,MOHK,MOHK,0,NA,NA
2010,3,3/2/2010,MOHK,MOHK,0,NA,NA
2010,3,3/2/2010,MOHK,MOHK,0,NA,NA
2010,3,3/2/2010,NAPL,NAPL,0,NA,NA
2010,3,3/5/2010,AQUE,AQUE,0,NA,NA
2010,3,3/5/2010,AQUE,AQUE,0,NA,NA
2010,3,3/5/2010,NAPL,NAPL,0,NA,NA
2010,3,3/8/2010,ABUR,ABUR,0,NA,NA
2010,3,3/8/2010,MOHK,MOHK,0,NA,NA
2010,3,3/11/2010,CARP,CARP,0,NA,NA
2010,3,3/12/2010,ABUR,ABUR,0,NA,NA
2010,3,3/12/2010,GOLB,GOLB,0,NA,NA
2010,3,3/15/2010,MOHK,MOHK,0,NA,NA
2010,3,3/17/2010,AHND,AHND,0,NA,NA
2010,3,3/17/2010,AHND,AHND,0,NA,NA
2010,3,3/17/2010,AHND,AHND,0,NA,NA
2010,3,3/17/2010,AHND,AHND,0,NA,NA
2010,3,3/19/2010,NAPL,NAPL,0,NA,NA
2010,3,3/22/2010,AQUE,REFUGIO,1,FEEDING,NA
2010,3,3/22/2010,NAPL,NAPL,1,RAFTING,NA
2010,3,3/23/2010,MOHK,MOHK,0,NA,NA
2010,3,3/29/2010,ABUR,ABUR,0,NA,NA
2010,3,3/29/2010,MOHK,MOHK,0,NA,NA
2010,4,4/6/2010,AQUE,AQUE,0,NA,NA
2010,4,4/8/2010,ABUR,ABUR,0,NA,NA
2010,4,4/8/2010,MOHK,MOHK,0,NA,NA
2010,4,4/19/2010,NAPL,NAPL,0,NA,NA
2010,4,4/20/2010,MOHK,MOHK,0,NA,NA
2010,4,4/23/2010,CARP,CARP,0,NA,NA
2010,4,4/26/2010,AQUE,AQUE,0,NA,NA
2010,4,4/27/2010,NAPL,NAPL,0,NA,NA
2010,5,5/3/2010,ABUR,ABUR,0,NA,NA
2010,5,5/3/2010,MOHK,MOHK,0,NA,NA
2010,5,5/5/2010,MOHK,MOHK,0,NA,NA
2010,5,5/7/2010,AQUE,AQUE,0,NA,NA
2010,5,5/7/2010,NAPL,NAPL,0,NA,NA
2010,5,5/14/2010,CARP,CARP,0,NA,NA
2010,5,5/19/2010,MOHK,MOHK,0,NA,NA
2010,5,5/26/2010,CARP,CARP,0,NA,NA
2010,5,5/26/2010,MOHK,MOHK,0,NA,NA
2010,6,6/1/2010,AQUE,AQUE,0,NA,NA
2010,6,6/4/2010,MOHK,MOHK,0,NA,NA
2010,6,6/4/2010,MOHK,MOHK,0,NA,NA
2010,6,6/7/2010,SCDI,SCDI,0,NA,NA
2010,6,6/7/2010,SCTW,SCTW,0,NA,NA
2010,6,6/9/2010,CARP,CARP,0,NA,NA
2010,6,6/9/2010,CARP,CARP,0,NA,NA
2010,6,6/10/2010,MOHK,MOHK,0,NA,NA
2010,6,6/10/2010,MOHK,MOHK,0,NA,NA
2010,6,6/11/2010,NAPL,NAPL,0,NA,NA
2010,6,6/11/2010,NAPL,NAPL,0,NA,NA
2010,6,6/14/2010,MOHK,MOHK,0,NA,NA
2010,6,6/14/2010,MOHK,MOHK,0,NA,NA
2010,6,6/15/2010,AQUE,AQUE,0,NA,NA
2010,6,6/15/2010,AQUE,AQUE,0,NA,NA
2010,6,6/17/2010,NAPL,NAPL,0,NA,NA
2010,6,6/17/2010,NAPL,NAPL,0,NA,NA
2010,6,6/22/2010,AHND,AHND,1,RAFTING,IN KELP BED
2010,6,6/22/2010,AHND,AHND,1,RAFTING,NA
2010,6,6/22/2010,AQUE,AQUE,0,NA,NA
2010,6,6/22/2010,BULL,BULL,0,NA,NA
2010,6,6/23/2010,GOLB,GOLB,0,NA,NA
2010,6,6/23/2010,GOLB,GOLB,0,NA,NA
2010,6,6/24/2010,IVEE,IVEE,0,NA,NA
2010,6,6/24/2010,IVEE,IVEE,0,NA,NA
2010,6,6/28/2010,CARP,CARP,0,NA,NA
2010,6,6/28/2010,CARP,CARP,0,NA,NA
2010,7,7/1/2010,ABUR,ABUR,0,NA,NA
2010,7,7/1/2010,ABUR,ABUR,0,NA,NA
2010,7,7/1/2010,MOHK,MOHK,0,NA,NA
2010,7,7/2/2010,MOHK,MOHK,0,NA,NA
2010,7,7/2/2010,MOHK,MOHK,0,NA,NA
2010,7,7/6/2010,CARP,CARP,0,NA,NA
2010,7,7/6/2010,CARP,CARP,0,NA,NA
2010,7,7/7/2010,AQUE,AQUE,0,NA,NA
2010,7,7/7/2010,AQUE,AQUE,0,NA,NA
2010,7,7/9/2010,NAPL,NAPL,0,NA,NA
2010,7,7/9/2010,NAPL,NAPL,0,NA,NA
2010,7,7/13/2010,IVEE,IVEE,1,RAFTING,NA
2010,7,7/13/2010,IVEE,IVEE,1,RAFTING,NA
2010,7,7/13/2010,NAPL,NAPL,0,NA,NA
2010,7,7/16/2010,MOHK,MOHK,0,NA,NA
2010,7,7/16/2010,MOHK,MOHK,0,NA,NA
2010,7,7/19/2010,CARP,CARP,0,NA,NA
2010,7,7/19/2010,CARP,CARP,0,NA,NA
2010,7,7/20/2010,ABUR,ABUR,0,NA,NA
2010,7,7/20/2010,ABUR,ABUR,0,NA,NA
2010,7,7/20/2010,IVEE,IVEE,0,NA,NA
2010,7,7/20/2010,ABUR,ABUR,0,NA,NA
2010,7,7/20/2010,GOLB,GOLB,0,NA,NA
2010,7,7/20/2010,GOLB,GOLB,0,NA,NA
2010,7,7/21/2010,CARP,CARP,0,NA,NA
2010,7,7/21/2010,CARP,CARP,0,NA,NA
2010,7,7/21/2010,CARP,CARP,0,NA,NA
2010,7,7/22/2010,AQUE,AQUE,0,NA,NA
2010,7,7/22/2010,AQUE,AQUE,0,NA,NA
2010,7,7/22/2010,AQUE,AQUE,0,NA,NA
2010,7,7/22/2010,IVEE,IVEE,0,NA,NA
2010,7,7/23/2010,MOHK,MOHK,0,NA,NA
2010,7,7/23/2010,MOHK,MOHK,0,NA,NA
2010,7,7/23/2010,MOHK,MOHK,0,NA,NA
2010,7,7/26/2010,BULL,BULL,0,NA,NA
2010,7,7/26/2010,BULL,BULL,0,NA,NA
2010,7,7/26/2010,AHND,AHND,0,NA,NA
2010,7,7/26/2010,AHND,AHND,0,NA,NA
2010,7,7/27/2010,NAPL,NAPL,0,NA,NA
2010,7,7/27/2010,NAPL,NAPL,0,NA,NA
2010,7,7/27/2010,NAPL,NAPL,0,NA,NA
2010,7,7/27/2010,NAPL,NAPL,0,NA,NA
2010,7,7/28/2010,NAPL,NAPL,0,NA,NA
2010,7,7/28/2010,NAPL,NAPL,0,NA,NA
2010,7,7/28/2010,NAPL,NAPL,0,NA,NA
2010,7,7/29/2010,SCDI,SCDI,0,NA,NA
2010,7,7/29/2010,SCDI,SCDI,0,NA,NA
2010,7,7/29/2010,SCDI,SCDI,0,NA,NA
2010,7,7/29/2010,SCTW,SCTW,0,NA,NA
2010,7,7/29/2010,SCTW,SCTW,0,NA,NA
2010,8,8/4/2010,MOHK,MOHK,0,NA,NA
2010,8,8/4/2010,MOHK,MOHK,0,NA,NA
2010,8,8/5/2010,ABUR,ABUR,0,NA,NA
2010,8,8/5/2010,ABUR,ABUR,0,NA,NA
2010,8,8/9/2010,AQUE,AQUE,0,NA,NA
2010,8,8/9/2010,AQUE,AQUE,0,NA,NA
2010,8,8/9/2010,NAPL,NAPL,0,NA,NA
2010,8,8/16/2010,AHND,AHND,0,NA,NA
2010,8,8/16/2010,AHND,AHND,0,NA,NA
2010,8,8/16/2010,NAPL,NAPL,0,NA,NA
2010,8,8/17/2010,AQUE,AQUE,0,NA,NA
2010,8,8/17/2010,AQUE,AQUE,0,NA,NA
2010,8,8/17/2010,MOHK,MOHK,0,NA,NA
2010,8,8/17/2010,MOHK,MOHK,0,NA,NA
2010,8,8/19/2010,ABUR,ABUR,0,NA,NA
2010,8,8/19/2010,ABUR,ABUR,0,NA,NA
2010,8,8/19/2010,GOLB,GOLB,0,NA,NA
2010,8,8/19/2010,GOLB,GOLB,0,NA,NA
2010,8,8/25/2010,CARP,CARP,0,NA,NA
2010,8,8/25/2010,CARP,CARP,0,NA,NA
2010,9,9/1/2010,ABUR,ABUR,0,NA,NA
2010,9,9/1/2010,MOHK,MOHK,0,NA,NA
2010,9,9/3/2010,CARP,CARP,0,NA,NA
2010,9,9/7/2010,MOHK,MOHK,0,NA,NA
2010,9,9/7/2010,NAPL,NAPL,0,NA,NA
2010,9,9/8/2010,MOHK,MOHK,0,NA,NA
2010,9,9/9/2010,AQUE,AQUE,0,NA,NA
2010,9,9/21/2010,NAPL,NAPL,0,NA,NA
2010,9,9/24/2010,SCDI,DIABLO,0,NA,NA
2010,9,9/24/2010,SCDI,FRY'S 1,0,NA,NA
2010,9,9/24/2010,SCDI,FRY'S 2,0,NA,NA
2010,9,9/24/2010,SCDI,FRY'S 3,0,NA,NA
2010,9,9/27/2010,SCDI,BC 1,0,NA,NA
2010,9,9/27/2010,SCDI,BC 2,0,NA,NA
2010,9,9/27/2010,SCDI,BC POINT,0,NA,NA
2010,10,10/4/2010,MOHK,MOHK,0,NA,NA
2010,10,10/7/2010,SCDI,FERN 1,0,NA,NA
2010,10,10/7/2010,SCDI,FERN O,0,NA,NA
2010,10,10/7/2010,SCTW,TWIN W,0,NA,NA
2010,10,10/7/2010,SCTW,TWIN E,0,NA,NA
2010,10,10/8/2010,AQUE,AQUE,0,NA,NA
2010,10,10/11/2010,ABUR,ABUR,0,NA,NA
2010,10,10/11/2010,ABUR,ABUR,0,NA,NA
2010,10,10/11/2010,MOHK,MOHK,0,NA,NA
2010,10,10/12/2010,NAPL,NAPL,0,NA,NA
2010,10,10/13/2010,AQUE,AQUE,0,NA,NA
2010,10,10/14/2010,CARP,CARP,0,NA,NA
2010,10,10/20/2010,SCDI,BC 1,0,NA,NA
2010,10,10/29/2010,AQUE,AQUE,0,NA,NA
2010,10,10/29/2010,MOHK,MOHK,0,NA,NA
2010,11,11/1/2010,ABUR,ABUR,0,NA,NA
2010,11,11/2/2010,AQUE,AQUE,0,NA,NA
2010,11,11/5/2010,MOHK,MOHK,0,NA,NA
2010,11,11/16/2010,SCDI,DIABLO,0,NA,NA
2010,11,11/17/2010,NAPL,NAPL,0,NA,NA
2010,11,11/18/2010,MOHK,MOHK,0,NA,NA
2010,11,11/19/2010,AQUE,AQUE,0,NA,NA
2010,11,11/30/2010,SCDI,FRY'S 1,0,NA,NA
2010,11,11/30/2010,SCDI,FRY'S 2,0,NA,NA
2010,11,11/30/2010,SCDI,FRY'S 3,0,NA,NA
2010,11,11/30/2010,SCDI,DIABLO,0,NA,NA
2010,11,11/30/2010,SCDI,FERN 1,0,NA,NA
2010,11,11/30/2010,SCDI,FERN O,0,NA,NA
2010,11,11/30/2010,SCDI,BC 1,0,NA,NA
2010,11,11/30/2010,SCDI,BC 2,0,NA,NA
2010,11,11/30/2010,SCDI,BC POINT,0,NA,NA
2010,11,11/30/2010,SCTW,TWIN E,0,NA,NA
2010,11,11/30/2010,SCTW,TWIN W,0,NA,NA
2010,12,12/1/2010,SCDI,DIABLO,0,NA,NA
2010,12,12/7/2010,AQUE,AQUE,0,NA,NA
2010,12,12/14/2010,NAPL,NAPL,0,NA,NA
2010,12,12/14/2010,IVEE,IVEE,0,NA,NA
2010,12,12/14/2010,GOLB,GOLB,0,NA,NA
2011,1,1/4/2011,MOHK,MOHK,0,NA,NA
2011,1,1/7/2011,MOHK,MOHK,0,NA,NA
2011,1,1/10/2011,NAPL,NAPL,0,NA,NA
2011,1,1/11/2011,AQUE,AQUE,0,NA,NA
2011,1,1/12/2011,MOHK,MOHK,0,NA,NA
2011,1,1/21/2011,BULL,BULL,0,NA,NA
2011,1,1/21/2011,OTHER,ALLEGRIA MOORING,0,NA,NA
2011,1,1/21/2011,AHND,AHND,0,NA,NA
2011,1,1/27/2011,SCDI,DIABLO,0,NA,NA
2011,1,1/27/2011,SCTW,TWIN W,0,NA,NA
2011,2,2/1/2011,AQUE,AQUE,0,NA,NA
2011,2,2/22/2011,NAPL,NAPL,0,NA,NA
2011,2,2/28/2011,NAPL,NAPL,0,NA,NA
2011,3,3/1/2011,MOHK,MOHK,0,NA,NA
2011,3,3/3/2011,AQUE,AQUE,0,NA,NA
2011,3,3/3/2011,NAPL,NAPL,0,NA,NA
2011,3,3/4/2011,ABUR,ABUR,0,NA,NA
2011,3,3/4/2011,MOHK,MOHK,0,NA,NA
2011,3,3/11/2011,CARP,CARP,0,NA,NA
2011,3,3/31/2011,ABUR,ABUR,0,NA,NA
2011,3,3/31/2011,CARP,CARP,0,NA,NA
2011,4,4/1/2011,MOHK,MOHK,0,NA,NA
2011,4,4/4/2011,AQUE,AQUE,0,NA,NA
2011,4,4/7/2011,CARP,CARP,0,NA,NA
2011,4,4/12/2011,MOHK,MOHK,0,NA,NA
2011,4,4/13/2011,AQUE,AQUE,0,NA,NA
2011,4,4/14/2011,CARP,CARP,0,NA,NA
2011,4,4/15/2011,NAPL,NAPL,0,NA,NA
2011,4,4/21/2011,ABUR,ABUR,0,NA,NA
2011,4,4/27/2011,CARP,CARP,0,NA,NA
2011,4,4/28/2011,MOHK,MOHK,0,NA,NA
2011,5,5/2/2011,MOHK,MOHK,0,NA,NA
2011,5,5/2/2011,ABUR,ABUR,0,NA,NA
2011,5,5/4/2011,AQUE,AQUE,0,NA,NA
2011,5,5/4/2011,GOLB,GOLB,0,NA,NA
2011,5,5/25/2011,NAPL,NAPL,0,NA,NA
2011,5,5/26/2011,MOHK,MOHK,0,NA,NA
2011,5,5/31/2011,CARP,CARP,0,NA,NA
2011,6,6/1/2011,AQUE,AQUE,0,NA,NA
2011,6,6/2/2011,MOHK,MOHK,0,NA,NA
2011,6,6/7/2011,ABUR,ABUR,0,NA,NA
2011,6,6/7/2011,MOHK,MOHK,0,NA,NA
2011,6,6/8/2011,AQUE,AQUE,0,NA,NA
2011,6,6/14/2011,NAPL,NAPL,0,NA,NA
2011,6,6/15/2011,CARP,CARP,0,NA,NA
2011,6,6/16/2011,NAPL,NAPL,0,NA,NA
2011,6,6/16/2011,IVEE,IVEE,0,NA,NA
2011,6,6/17/2011,GOLB,GOLB,0,NA,NA
2011,6,6/17/2011,OTHER,OTHER,0,NA,NA
2011,6,6/22/2011,BULL,BULL,0,NA,NA
2011,6,6/22/2011,AHND,AHND,0,NA,NA
2011,6,6/23/2011,GOLB,GOLB,0,NA,NA
2011,6,6/28/2011,GOLB,GOLB,0,NA,NA
2011,6,6/29/2011,AQUE,AQUE,0,NA,NA
2011,6,6/29/2011,MOHK,MOHK,0,NA,NA
2011,6,6/30/2011,GOLB,GOLB,0,NA,NA
2011,7,7/1/2011,GOLB,GOLB,0,NA,NA
2011,7,7/7/2011,MOHK,MOHK,0,NA,NA
2011,7,7/7/2011,ABUR,ABUR,0,NA,NA
2011,7,7/8/2011,AQUE,AQUE,0,NA,NA
2011,7,7/14/2011,GOLB,GOLB,0,NA,NA
2011,7,7/18/2011,CARP,CARP,0,NA,NA
2011,7,7/18/2011,CARP,CARP,0,NA,NA
2011,7,7/19/2011,NAPL,NAPL,0,NA,NA
2011,7,7/19/2011,NAPL,NAPL,0,NA,NA
2011,7,7/20/2011,MOHK,MOHK,0,NA,NA
2011,7,7/20/2011,ABUR,ABUR,0,NA,NA
2011,7,7/20/2011,MOHK,MOHK,0,NA,NA
2011,7,7/21/2011,NAPL,NAPL,0,NA,NA
2011,7,7/21/2011,AQUE,AQUE,0,NA,NA
2011,7,7/22/2011,AQUE,AQUE,0,NA,NA
2011,7,7/22/2011,CARP,CARP,0,NA,NA
2011,7,7/25/2011,BULL,BULL,0,NA,NA
2011,7,7/25/2011,AQUE,AQUE,0,NA,NA
2011,7,7/25/2011,BULL,BULL,0,NA,NA
2011,7,7/25/2011,AHND,AHND,0,NA,NA
2011,7,7/26/2011,SCTW,TWIN W,0,NA,NA
2011,7,7/26/2011,SCDI,DIABLO,0,NA,NA
2011,7,7/26/2011,IVEE,IVEE,0,NA,NA
2011,7,7/26/2011,GOLB,GOLB,0,NA,NA
2011,7,7/27/2011,SCTW,SCTW,0,NA,NA
